"Localidade","Zona","Agregado","Informante","Sexo","Idade","Parentesco","Naturalidade","Casado","Filhos","Filhosnr","Escola","Nível","Trabalhocasa","Trabalhocidade","Ocupação","Trabalha","Religião","FrequênciaReligiosa","ProficienciaPortuguês","ProficienciaTâmil","ProficienciaSingalês","ProficienciaInglês","ProficiênciaOutra","ContextoGeralPortuguês","ContextoGeralTâmil","ContextoGeralSingalês","ContextoGeralInglês","ContextoGeralOutro","ContextoCasaActualPortuguês","ContextoCasaActualTâmil","ContextoCasaActualSingalês","ContextoCasaActualInglês","ContextoCasaActualOutro","ContextoCasaCriançaPortuguês","ContextoCasaCriançaTâmil","ContextoCasaCriançaSingalês","ContextoCasaCriançaInglês","ContextoCasaCriançaOutro","ContextoPaisPortuguês","ContextoPaisTâmil","ContextoPaisSingalês","ContextoPaisInglês","ContextoPaisOutro","ContexoFilhosPortuguês","ContexoFilhosTâmil","ContexoFilhosSingalês","ContexoFilhosInglês","ContexoFilhosOutro","ContextoAmigosPortuguês","ContextoAmigosTâmil","ContextoAmigosSingalês","ContextoAmigosInglês","ContextoAmigosOutro","ContextoVizinhosPortuguês","ContextoVizinhosTâmil","ContextoVizinhosSingalês","ContextoVizinhosInglês","ContextoVizinhosOutro","ContextoLeituraPortuguês","ContextoLeituraTâmil","ContextoLeituraSingalês","ContextoLeituraInglês","ContextoLeituraOutro","ContextoEscritaPortuguês","ContextoEscritaTâmil","ContextoEscritaSingalês","ContextoEscritaInglês","ContextoEscritaOutro","ContextoEscolarSalaAulaPortuguês","ContextoEscolarSalaAulaTâmil","ContextoEscolarSalaAulaSingalês","ContextoEscolarSalaAulaInglês","ContextoEscolarSalaAulaOutro","ContextoEscolarColegasPortuguês","ContextoEscolarColegasTâmil","ContextoEscolarColegasSingalês","ContextoEscolarColegasInglês","ContextoEscolarColegasOutro","ContextoTrabalhoPortuguês","ContextoTrabalhoTâmil","ContextoTrabalhoSingalês","ContextoTrabalhoInglês","ContextoTrabalhoOutro","ContextoReligiosoPortuguês","ContextoReligiosoTâmil","ContextoReligiosoSingalês","ContextoReligiosoInglês","ContextoReligiosoOutro","Opinião1","Opinião2","Opinião3","Inquiridor","FaixaEtaria","VAR00001","VAR00002","filter_$","GrupoEtário","Fluência","FluênciaTamil","FluênciaCingalês","FluênciaInglês","FluênciaOutras","DS"
"Ampara","Kalmunai",435,5,"Masculino",8,"Filho/a","Batticaloa","Não","Não",0,1,8,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","0-10",NA,NA,"Not Selected","0-9","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",436,1,"Masculino",37,"N/A","Sammanthurai","Sim","Sim",1,1,10,1,"Sim","Carpinteiro","Sim","Católico","Semanalmente","Não fala nem entende","5","4","1","4",0,1,2,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,3,0,1,0,0,0,1,1,1,"Kiliptan","30-40",NA,NA,"Not Selected","30-39","Não-falantes","Falantes","Falantes","Não-falantes","Falantes","Kalmunai"
"Ampara","Kalmunai",436,2,"Feminino",35,"Cônjuge","Kalmunai","Sim","Sim",1,1,1,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","2","2","0",0,1,3,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","30-40",NA,NA,"Not Selected","30-39","Não-falantes","Falantes","Semi-falantes","Semi-falantes","NA","Kalmunai"
"Ampara","Kalmunai",436,3,"Feminino",5,"Filho/a","Kalmunai","Não","Não",0,1,17,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","0-10",NA,NA,"Not Selected","0-9","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",437,1,"Feminino",72,"N/A","Karativu","Sim","Sim",5,1,8,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","70-80",NA,NA,"Not Selected","70-79","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",438,1,"Masculino",48,"N/A","Batticaloa","Sim","Sim",2,1,2,1,"Sim","Carpinteiro","Sim","Católico","Semanalmente","Entende e fala com pouca dificuldade","5","5","1","0",3,1,2,0,0,0,1,2,0,0,3,1,2,0,0,3,1,2,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,2,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,1,1,"Kiliptan","40-50",NA,NA,"Not Selected","40-49","Falantes","Falantes","Falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",438,2,"Feminino",45,"Cônjuge","Batticaloa","Sim","Sim",2,1,2,2,"Não","N/A","Não","Católico","Semanalmente","Entende e fala fluentemente","5","1","1","0",2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","40-50",NA,NA,"Not Selected","40-49","Falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",438,3,"Masculino",23,"Filho/a","Batticaloa","Não","Não",0,1,5,1,"Sim","Carpinteiro","Sim","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","20-30",NA,NA,"Not Selected","20-29","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",438,4,"Masculino",21,"Filho/a","Kalmunai","Não","Não",0,1,5,1,"Não","Electricista","Sim","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","20-30",NA,NA,"Not Selected","20-29","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",439,1,"Feminino",72,"N/A","Batticaloa","Sim","Sim",5,1,6,2,"Não","N/A","Não","Católico","Semanalmente","Entende e fala fluentemente","5","1","1","0",2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,"Kiliptan","70-80",NA,NA,"Not Selected","70-79","Falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",440,1,"Masculino",29,"N/A","Batticaloa","Sim","Não",0,1,5,1,"Sim","Electricista","Sim","Católico","Semanalmente","Não fala nem entende","5","4","1","0",0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,2,0,0,1,1,1,"Kiliptan","20-30",NA,NA,"Not Selected","20-29","Não-falantes","Falantes","Falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",440,2,"Feminino",25,"Cônjuge","Batticaloa","Sim","Não",0,1,1,1,"Sim","Professor/a","Sim","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","20-30",NA,NA,"Not Selected","20-29","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",441,1,"Masculino",50,"N/A","Batticaloa","Sim","Sim",1,1,5,1,"Não","Carpinteiro","Sim","Católico","Semanalmente","Entende e fala com pouca dificuldade","5","1","1","0",2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","50-60",NA,NA,"Not Selected","50-59","Falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",441,2,"Feminino",48,"Cônjuge","Kalmunai","Sim","Sim",1,1,2,2,"Não","N/A","Não","Católico","Semanalmente","Entende e fala com pouca dificuldade","5","1","1","0",2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","40-50",NA,NA,"Not Selected","40-49","Falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",441,3,"Masculino",24,"Filho/a","Kalmunai","Não","Não",0,1,2,1,"Não","Carpinteiro","Sim","Católico","Semanalmente","Entende mas não fala","5","1","1","0",2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","20-30",NA,NA,"Not Selected","20-29","Semi-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",442,1,"Masculino",34,"N/A","Akkaraipathu","Sim","Sim",1,1,3,1,"Sim","Carpinteiro","Sim","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","30-40",NA,NA,"Not Selected","30-39","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",442,2,"Feminino",28,"Cônjuge","Kalmunai","Sim","Sim",1,1,5,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","20-30",NA,NA,"Not Selected","20-29","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",442,3,"Feminino",1,"Filho/a","Akkaraipathu","Não","Não",0,2,11,2,"Não","N/A","Não","Católico","Nunca","n.a.","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kiliptan","0-10",NA,NA,"Not Selected","0-9","NA","NA","NA","NA","NA","Kalmunai"
"Ampara","Kalmunai",443,1,"Masculino",27,"N/A","Kalmunai","Sim","Não",0,1,6,1,"Sim","Carpinteiro","Sim","Católico","Semanalmente","Entende e fala com pouca dificuldade","5","4","1","0",3,1,2,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,1,1,"Kiliptan","20-30",NA,NA,"Not Selected","20-29","Falantes","Falantes","Falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",443,2,"Feminino",21,"Cônjuge","Siththayande","Sim","Não",0,1,2,1,"Não","Empregada de limpezas","Sim","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","20-30",NA,NA,"Not Selected","20-29","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",443,3,"Feminino",1,"Filho/a","Batticaloa","Não","Não",0,2,11,2,"Não","N/A","Não","Católico","Semanalmente","n.a.","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kiliptan","0-10",NA,NA,"Not Selected","0-9","NA","NA","NA","NA","NA","Kalmunai"
"Ampara","Kalmunai",444,1,"Masculino",59,"N/A","Sammanthurai","Sim","Sim",2,1,11,1,"Sim","Metalúrgico","Sim","Católico","Semanalmente","Entende e fala fluentemente","5","1","1","0",2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","50-60",NA,NA,"Not Selected","50-59","Falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",444,2,"Feminino",53,"Cônjuge","Batticaloa","Sim","Sim",2,1,5,2,"Não","N/A","Não","Católico","Semanalmente","Entende e fala fluentemente","5","1","1","0",2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,"Kiliptan","50-60",NA,NA,"Not Selected","50-59","Falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",444,2,"Masculino",27,"Filho/a","Kalmunai","Não","Não",0,1,5,1,"Não","Metalúrgico","Sim","Católico","Semanalmente","Entende e fala com pouca dificuldade","5","1","1","0",2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","20-30",NA,NA,"Not Selected","20-29","Falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",444,3,"Masculino",7,"Filho/a","Kalmunai","Não","Não",0,1,16,2,"Não","N/A","Não","Católico","Semanalmente","Entende mas não fala","5","1","1","0",2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","0-10",NA,NA,"Not Selected","0-9","Semi-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",445,1,"Masculino",37,"N/A","Batticaloa","Sim","Sim",1,2,9,1,"Sim","Motorista","Sim","Católico","Semanalmente","Não fala nem entende","5","5","4","5",0,1,2,3,4,0,1,2,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,4,3,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,4,3,0,1,2,0,0,1,1,1,"Kiliptan","30-40",NA,NA,"Not Selected","30-39","Não-falantes","Falantes","Falantes","Falantes","Falantes","Kalmunai"
"Ampara","Kalmunai",445,2,"Feminino",32,"Cônjuge","Kalmunai","Sim","Sim",1,2,3,1,"Não","Esteticista","Sim","Católico","Semanalmente","Entende e fala com pouca dificuldade","5","5","2","0",4,1,2,3,0,0,1,0,0,0,0,1,2,3,0,0,1,2,0,0,0,1,0,0,0,0,1,2,3,0,0,1,2,0,0,0,1,2,3,0,0,1,2,3,0,0,1,2,3,0,0,1,2,3,0,0,1,2,3,0,0,1,0,0,0,1,1,1,"Kiliptan","30-40",NA,NA,"Not Selected","30-39","Falantes","Falantes","Falantes","Semi-falantes","NA","Kalmunai"
"Ampara","Kalmunai",445,3,"Masculino",12,"Filho/a","Kalmunai","Não","Não",0,1,9,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","10-20",NA,NA,"Not Selected","10-19","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",446,1,"Feminino",35,"N/A","Kalmunai","Sim","Sim",4,1,2,1,"Sim","Professor/a","Sim","Católico","Semanalmente","Entende e fala fluentemente","5","1","1","5",2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,1,1,"Kiliptan","30-40",NA,NA,"Not Selected","30-39","Falantes","Falantes","Não-falantes","Não-falantes","Falantes","Kalmunai"
"Ampara","Kalmunai",446,2,"Feminino",17,"Filho/a","Batticaloa","Não","Não",0,1,5,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","10-20",NA,NA,"Not Selected","10-19","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",446,3,"Masculino",16,"Filho/a","Kalmunai","Não","Não",0,1,3,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","10-20",NA,NA,"Not Selected","10-19","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",446,4,"Masculino",12,"Filho/a","Kalmunai","Não","Não",0,1,7,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","10-20",NA,NA,"Not Selected","10-19","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",446,5,"Feminino",10,"Filho/a","Batticaloa","Não","Não",0,1,6,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","10-20",NA,NA,"Not Selected","10-19","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",447,1,"Masculino",48,"N/A","Batticaloa","Sim","Sim",2,1,5,1,"Sim","Carpinteiro","Sim","Católico","Semanalmente","Entende mas não fala","5","1","1","0",2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","40-50",NA,NA,"Not Selected","40-49","Semi-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",447,2,"Feminino",39,"Cônjuge","Kalmunai","Sim","Sim",2,1,3,1,"Não","Costureira/Alfaiate","Sim","Católico","Semanalmente","Entende e fala com pouca dificuldade","5","2","1","0",2,1,3,0,0,0,1,2,0,0,2,1,3,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,1,1,"Kiliptan","30-40",NA,NA,"Not Selected","30-39","Falantes","Falantes","Semi-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",447,3,"Feminino",23,"Filho/a","Batticaloa","Não","Não",0,1,4,2,"Não","N/A","Não","Católico","Diariamente","Não fala nem entende","5","2","4","0",0,1,3,2,0,0,1,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,1,0,2,0,0,1,0,2,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","20-30",NA,NA,"Not Selected","20-29","Não-falantes","Falantes","Semi-falantes","Falantes","NA","Kalmunai"
"Ampara","Kalmunai",447,4,"Masculino",16,"Filho/a","Kalmunai","Não","Não",0,1,5,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","10-20",NA,NA,"Not Selected","10-19","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",448,1,"Masculino",48,"N/A","Batticaloa","Sim","Sim",3,1,5,1,"Sim","Carpinteiro","Sim","Católico","Semanalmente","Entende e fala fluentemente","5","5","1","0",3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,0,1,2,0,0,0,1,2,0,0,3,1,2,0,0,2,1,0,0,0,1,1,1,"Kiliptan","40-50",NA,NA,"Not Selected","40-49","Falantes","Falantes","Falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",448,2,"Feminino",38,"Cônjuge","Kalmunai","Sim","Sim",3,1,5,1,"Não","Costureira/Alfaiate","Sim","Católico","Semanalmente","Entende mas não fala","5","4","1","0",3,1,2,0,0,2,1,0,0,0,3,1,2,0,0,2,1,0,0,0,2,1,3,0,0,2,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","30-40",NA,NA,"Not Selected","30-39","Semi-falantes","Falantes","Falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",448,3,"Feminino",20,"Filho/a","Kalmunai","Não","Não",0,1,5,2,"Não","N/A","Não","Católico","Semanalmente","Entende e fala com pouca dificuldade","5","1","1","0",2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","20-30",NA,NA,"Not Selected","20-29","Falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",448,4,"Feminino",18,"Filho/a","Kalmunai","Não","Não",0,1,1,2,"Não","N/A","Não","Católico","Semanalmente","Entende e fala com pouca dificuldade","5","1","1","0",2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","10-20",NA,NA,"Not Selected","10-19","Falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",448,5,"Feminino",13,"Filho/a","Kalmunai","Não","Não",0,1,2,2,"Não","N/A","Não","Católico","Semanalmente","Não fala nem entende","5","1","1","0",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","10-20",NA,NA,"Not Selected","10-19","Não-falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
"Ampara","Kalmunai",449,1,"Masculino",70,"N/A","Kalmunai","Sim","Sim",3,1,6,2,"Não","Carpinteiro","Sim","Católico","Semanalmente","Entende e fala com pouca dificuldade","5","1","1","0",2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"Kiliptan","70-80",NA,NA,"Not Selected","70-79","Falantes","Falantes","Não-falantes","Não-falantes","NA","Kalmunai"
